Price,Beds,Baths,Living Space,City,State,County,City Average Household Income,Latitude,Longitude,Crime Rate,percent_bike,percent_car,percent_carpool,percent_home,percent_publictr,percent_total,percent_walk,Population,num_priv_schools,Total Enroll,K Enroll,G1 Enroll,G2 Enroll,G3 Enroll,G4 Enroll,G5 Enroll,G6 Enroll,G7 Enroll,G8 Enroll,G9 Enroll,G10 Enroll,G11 Enroll,G12 Enroll
1399500.0,6,2,2544,Los Angeles,California,Los Angeles,121055.0,34.02819,-118.28486,1.25,0.69975733773616,71.4286235521906,12.5760022025522,4.15624493919777,7.03665549731244,84.0093401340266,2.8935024210707,10172951.0,842,"146,409","13,001","11,136","10,644","10,371","10,414","10,362","11,319","11,576","11,517","11,658","11,794","11,386","11,231"
1995000.0,5,2,3199,Los Angeles,California,Los Angeles,121055.0,34.02819,-118.28486,1.25,0.69975733773616,71.4286235521906,12.5760022025522,4.15624493919777,7.03665549731244,84.0093401340266,2.8935024210707,10172951.0,842,"146,409","13,001","11,136","10,644","10,371","10,414","10,362","11,319","11,576","11,517","11,658","11,794","11,386","11,231"
1295000.0,3,2,1241,Los Angeles,California,Los Angeles,121055.0,34.02819,-118.28486,1.25,0.69975733773616,71.4286235521906,12.5760022025522,4.15624493919777,7.03665549731244,84.0093401340266,2.8935024210707,10172951.0,842,"146,409","13,001","11,136","10,644","10,371","10,414","10,362","11,319","11,576","11,517","11,658","11,794","11,386","11,231"
1900000.0,10,10,3050,Los Angeles,California,Los Angeles,121055.0,34.02819,-118.28486,1.25,0.69975733773616,71.4286235521906,12.5760022025522,4.15624493919777,7.03665549731244,84.0093401340266,2.8935024210707,10172951.0,842,"146,409","13,001","11,136","10,644","10,371","10,414","10,362","11,319","11,576","11,517","11,658","11,794","11,386","11,231"
999000.0,3,2,2189,Los Angeles,California,Los Angeles,121055.0,34.01037,-118.3428,1.25,0.69975733773616,71.4286235521906,12.5760022025522,4.15624493919777,7.03665549731244,84.0093401340266,2.8935024210707,10172951.0,842,"146,409","13,001","11,136","10,644","10,371","10,414","10,362","11,319","11,576","11,517","11,658","11,794","11,386","11,231"
775000.0,3,2,1570,Los Angeles,California,Los Angeles,121055.0,34.01037,-118.3428,1.25,0.69975733773616,71.4286235521906,12.5760022025522,4.15624493919777,7.03665549731244,84.0093401340266,2.8935024210707,10172951.0,842,"146,409","13,001","11,136","10,644","10,371","10,414","10,362","11,319","11,576","11,517","11,658","11,794","11,386","11,231"
1150000.0,3,2,1955,Los Angeles,California,Los Angeles,121055.0,34.01037,-118.3428,1.25,0.69975733773616,71.4286235521906,12.5760022025522,4.15624493919777,7.03665549731244,84.0093401340266,2.8935024210707,10172951.0,842,"146,409","13,001","11,136","10,644","10,371","10,414","10,362","11,319","11,576","11,517","11,658","11,794","11,386","11,231"
380000.0,1,1,622,Los Angeles,California,Los Angeles,121055.0,34.01037,-118.3428,1.25,0.69975733773616,71.4286235521906,12.5760022025522,4.15624493919777,7.03665549731244,84.0093401340266,2.8935024210707,10172951.0,842,"146,409","13,001","11,136","10,644","10,371","10,414","10,362","11,319","11,576","11,517","11,658","11,794","11,386","11,231"
2349000.0,3,3,2894,Los Angeles,California,Los Angeles,121055.0,34.01037,-118.3428,1.25,0.69975733773616,71.4286235521906,12.5760022025522,4.15624493919777,7.03665549731244,84.0093401340266,2.8935024210707,10172951.0,842,"146,409","13,001","11,136","10,644","10,371","10,414","10,362","11,319","11,576","11,517","11,658","11,794","11,386","11,231"
1399000.0,3,2,2226,Los Angeles,California,Los Angeles,121055.0,34.01037,-118.3428,1.25,0.69975733773616,71.4286235521906,12.5760022025522,4.15624493919777,7.03665549731244,84.0093401340266,2.8935024210707,10172951.0,842,"146,409","13,001","11,136","10,644","10,371","10,414","10,362","11,319","11,576","11,517","11,658","11,794","11,386","11,231"
